timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1647693296850,104,FacebookHomePage-0,301,Moved Permanently,jp@gc - Ultimate Thread Group 1-1,text,true,,607,117,1,1,https://facebook.com/,104,0,60
1647693296954,173,FacebookHomePage-1,200,OK,jp@gc - Ultimate Thread Group 1-1,text,true,,83493,121,1,1,https://www.facebook.com/,147,0,52
1647693297128,353,FacebookHomePage,200,OK,jp@gc - Ultimate Thread Group 1-1,text,true,,84104,238,1,1,https://www.facebook.com/,109,0,65
1647693297128,109,FacebookHomePage-0,301,Moved Permanently,jp@gc - Ultimate Thread Group 1-1,text,true,,607,117,1,1,https://facebook.com/,109,0,65
1647693297237,244,FacebookHomePage-1,200,OK,jp@gc - Ultimate Thread Group 1-1,text,true,,83497,121,1,1,https://www.facebook.com/,219,0,59
1647693297483,308,FacebookHomePage,200,OK,jp@gc - Ultimate Thread Group 1-1,text,true,,84109,238,1,1,https://www.facebook.com/,118,0,71
1647693297483,118,FacebookHomePage-0,301,Moved Permanently,jp@gc - Ultimate Thread Group 1-1,text,true,,624,117,1,1,https://facebook.com/,118,0,71
1647693297601,190,FacebookHomePage-1,200,OK,jp@gc - Ultimate Thread Group 1-1,text,true,,83485,121,1,1,https://www.facebook.com/,165,0,57
1647693297792,293,FacebookHomePage,200,OK,jp@gc - Ultimate Thread Group 1-1,text,true,,84097,238,1,1,https://www.facebook.com/,115,0,70
1647693297792,115,FacebookHomePage-0,301,Moved Permanently,jp@gc - Ultimate Thread Group 1-1,text,true,,607,117,1,1,https://facebook.com/,115,0,70
1647693297908,177,FacebookHomePage-1,200,OK,jp@gc - Ultimate Thread Group 1-1,text,true,,83490,121,1,1,https://www.facebook.com/,152,0,59
1647693298086,347,FacebookHomePage,200,OK,jp@gc - Ultimate Thread Group 1-1,text,true,,84114,238,1,1,https://www.facebook.com/,118,0,71
1647693298086,118,FacebookHomePage-0,301,Moved Permanently,jp@gc - Ultimate Thread Group 1-1,text,true,,624,117,1,1,https://facebook.com/,118,0,71
1647693298204,229,FacebookHomePage-1,200,OK,jp@gc - Ultimate Thread Group 1-1,text,true,,83490,121,1,1,https://www.facebook.com/,202,0,61
1647693298434,376,FacebookHomePage,200,OK,jp@gc - Ultimate Thread Group 1-1,text,true,,84113,238,1,1,https://www.facebook.com/,117,0,71
1647693298434,117,FacebookHomePage-0,301,Moved Permanently,jp@gc - Ultimate Thread Group 1-1,text,true,,624,117,1,1,https://facebook.com/,117,0,71
1647693298551,259,FacebookHomePage-1,200,OK,jp@gc - Ultimate Thread Group 1-1,text,true,,83489,121,1,1,https://www.facebook.com/,234,0,62
1647693298811,332,FacebookHomePage,200,OK,jp@gc - Ultimate Thread Group 1-1,text,true,,84095,238,1,1,https://www.facebook.com/,117,0,71
1647693298811,117,FacebookHomePage-0,301,Moved Permanently,jp@gc - Ultimate Thread Group 1-1,text,true,,607,117,1,1,https://facebook.com/,117,0,71
1647693298928,215,FacebookHomePage-1,200,OK,jp@gc - Ultimate Thread Group 1-1,text,true,,83488,121,1,1,https://www.facebook.com/,188,0,63
